,adcode,address,adname,alias,biz_ext,biz_type,business_area,children,citycode,cityname,discount_num,distance,email,entr_location,event,exit_location,gridcode,groupbuy_num,id,importance,indoor_data,indoor_map,line_count,location,match,name,navi_poiid,pcode,photos,pname,poiweight,postcode,query_name,recommend,shopid,shopinfo,tag,tel,timestamp,type,typecode,website
BV10064758,510107,208路;339路;社区巴士1041路;社区巴士1089路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4503777811,0,BV10064758,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"103.981590,30.645756",0,三环路草金立交桥西站(公交站),[],510000,[],四川省,[],[],三环路草金立交桥西(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064760,510105,32A路;32路;78路;123路;142路;227路;415路;904路;1157路,青羊区,[],"{'rating': [], 'cost': []}",[],青羊大道,[],028,成都市,0,[],[],[],[],[],4604000021,0,BV10064760,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,8,"104.004707,30.672981",0,谢家祠站(公交站),[],510000,[],四川省,[],[],谢家祠(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064762,510107,91路;121路;220路;804路;805路;824路;G78路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504609220,0,BV10064762,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.027802,30.582527",0,大件路仁和街口站(公交站),[],510000,[],四川省,[],[],大件路仁和街口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064764,510116,91路;521路;548路;801路;805路;817路;824路;G78路;S03路;S13路;S83路,双流区,[],"{'rating': [], 'cost': []}",[],白家,[],028,成都市,0,[],[],[],[],[],4504607020,0,BV10064764,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.002876,30.565876",0,黄河路大件路口站(公交站),[],510000,[],四川省,[],[],黄河路大件路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064765,510107,26路;79路;93路;211路;社区巴士1006路,武侯区,[],"{'rating': [], 'cost': []}",[],芳草,[],028,成都市,0,[],[],[],[],[],4504705400,0,BV10064765,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.050713,30.627083",0,芳草西二街站(公交站),[],510000,[],四川省,[],[],芳草西二街(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064766,510105,62路;70路;93路,青羊区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504709421,0,BV10064766,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.056000,30.665634",0,长顺中街站(公交站),[],510000,[],四川省,[],[],长顺中街(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064767,510105,62路;70路;93路,青羊区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604000411,0,BV10064767,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.056442,30.669687",0,长顺下街站(公交站),[],510000,[],四川省,[],[],长顺下街(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064769,510106,3路;93路;101路,金牛区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604001411,0,BV10064769,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.056595,30.678616",0,通锦桥站(公交站),[],510000,[],四川省,[],[],通锦桥(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064771,510108,2路;20路;61路;112路;297路;313路;社区巴士1001路;社区巴士1009路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504709900,0,BV10064771,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.115082,30.658663",0,二环双林北支路口站(公交站),[],510000,[],四川省,[],[],二环双林北支路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064772,510108,2路;120路;128路;260路;341路;858路;社区巴士1005路;社区巴士1026路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504708900,0,BV10064772,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.114395,30.650057",0,二环万年场站(公交站),[],510000,[],四川省,[],[],二环万年场(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064774,510104,23路;66路;200路;858A路;K1A线;K1线;K2A线;K2路二环外侧环线;社区巴士1015路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504706822,0,BV10064774,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.110085,30.641050",0,双桥子南站(公交站),[],510000,[],四川省,[],[],双桥子南(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064775,510104,104路;114路;120路;138路;社区巴士1015路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504706800,0,BV10064775,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.104134,30.633625",0,二环莲桂东路口站(公交站),[],510000,[],四川省,[],[],二环莲桂东路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064777,510108,2路;6路;76路;114路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604000802,0,BV10064777,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.110710,30.669313",0,二环建设路口站(公交站),[],510000,[],四川省,[],[],二环建设路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064778,510108,2路;76路;114路;146路;159路;342路;G53路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504709920,0,BV10064778,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.112900,30.665257",0,二环建设南路口站(公交站),[],510000,[],四川省,[],[],二环建设南路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064833,510115,762路;763路;(停运)温江W18路,温江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603075112,0,BV10064833,[],"{'cpid': [], 'floor': [], 'truefloor': []}",0,2,"103.896095,30.711546",0,芙蓉大道正宗村站(公交站),[],510000,[],四川省,[],[],芙蓉大道正宗村(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064835,510115,762路;763路;(停运)温江W18路,温江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603074022,0,BV10064835,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.885483,30.706514",0,芙蓉大道分水村站(公交站),[],510000,[],四川省,[],[],芙蓉大道分水村(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064842,510115,759路;761路;温江W15路;(停运)温江W18路,温江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603060502,0,BV10064842,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.823334,30.667500",0,天府家园站(公交站),[],510000,[],四川省,[],[],天府家园(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064847,510115,347A路;347路;347路夜间专线;761路;温江W16路;(停运)温江W18路,温江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4503767510,0,BV10064847,[],"{'cpid': [], 'floor': [], 'truefloor': []}",0,3,"103.816162,30.645954",0,歇马店站(公交站),[],510000,[],四川省,[],[],歇马店(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064848,510115,347A路;347路;347路夜间专线;761路;温江W11路;(停运)温江W18路,温江区,[],"{'rating': [], 'cost': []}",[],金马,[],028,成都市,0,[],[],[],[],[],4503766420,0,BV10064848,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"103.803070,30.641319",0,金马旅游区站(公交站),[],510000,[],四川省,[],[],金马旅游区(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064867,510104,186路;511路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504710000,0,BV10064867,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.126625,30.586016",0,湿地路北站(公交站),[],510000,[],四川省,[],[],湿地路北(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064868,510104,186路;511路;899路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504619020,0,BV10064868,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.126160,30.582804",0,秀丽东方站(公交站),[],510000,[],四川省,[],[],秀丽东方(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064869,510104,186路;511路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504619001,0,BV10064869,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.132622,30.575529",0,江家菜地口站(公交站),[],510000,[],四川省,[],[],江家菜地口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064870,510104,186路;899路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504618011,0,BV10064870,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.130623,30.570118",0,白鹭湾湿地站(公交站),[],510000,[],四川省,[],[],白鹭湾湿地(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10064999,510105,社区巴士1003路,青羊区,[],"{'rating': [], 'cost': []}",[],抚琴,[],028,成都市,0,[],[],[],[],[],4604000210,0,BV10064999,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.027763,30.671610",0,石人南路站(公交站),[],510000,[],四川省,[],[],石人南路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065017,510106,G47路;社区巴士1008路;社区巴士1071路,金牛区,[],"{'rating': [], 'cost': []}",[],抚琴,[],028,成都市,0,[],[],[],[],[],4604002300,0,BV10065017,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.041473,30.684523",0,金鱼街北站(公交站),[],510000,[],四川省,[],[],金鱼街北(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065019,510108,74路;社区巴士1009路;社区巴士1125路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504708820,0,BV10065019,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.104057,30.657421",0,双林北支路西站(公交站),[],510000,[],四川省,[],[],双林北支路西(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065020,510108,76路;社区巴士1009路,成华区,[],"{'rating': [], 'cost': []}",[],猛追湾,[],028,成都市,0,[],[],[],[],[],4504709712,0,BV10065020,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.098991,30.662083",0,新鸿南一巷口站(公交站),[],510000,[],四川省,[],[],新鸿南一巷口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065021,510108,74路;76路;社区巴士1009路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504709810,0,BV10065021,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.103645,30.661884",0,新鸿路一环路口站(公交站),[],510000,[],四川省,[],[],新鸿路一环路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065022,510108,61路;76路;342路;社区巴士1009路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504709811,0,BV10065022,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.107574,30.661783",0,新鸿路站(公交站),[],510000,[],四川省,[],[],新鸿路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065023,510108,2路;20路;61路;76路;112路;114路;159路;313路;342路;社区巴士1009路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504709910,0,BV10065023,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,8,"104.113899,30.661249",0,麻石桥站(公交站),[],510000,[],四川省,[],[],麻石桥(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065024,510107,1路;100路;222路;高峰快线G39路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504705200,0,BV10065024,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.027100,30.627266",0,长益路西站(公交站),[],510000,[],四川省,[],[],长益路西(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065029,510108,71路;146路;150路;426路;社区巴士1012路;(停运)537路,成华区,[],"{'rating': [], 'cost': []}",[],青龙场,[],028,成都市,0,[],[],[],[],[],4604004800,0,BV10065029,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.103180,30.702248",0,昭觉横路东站(公交站),[],510000,[],四川省,[],[],昭觉横路东(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065030,510108,113路;180路;社区巴士1013路,成华区,[],"{'rating': [], 'cost': []}",[],圣灯,[],028,成都市,0,[],[],[],[],[],4604000912,0,BV10065030,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.124176,30.671494",0,圣灯路南站(公交站),[],510000,[],四川省,[],[],圣灯路南(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065031,510108,180路;342路;社区巴士1013路,成华区,[],"{'rating': [], 'cost': []}",[],圣灯,[],028,成都市,0,[],[],[],[],[],4604000912,0,BV10065031,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.122253,30.670034",0,东郊记忆北大门站(公交站),[],510000,[],四川省,[],[],东郊记忆北大门(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065033,510108,72路;146路;180路;313路;342路;社区巴士1013路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604000900,0,BV10065033,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.113281,30.667309",0,SM广场站(公交站),[],510000,[],四川省,[],[],SM广场(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065034,510108,2路;76路;114路;社区巴士1013路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604000802,0,BV10065034,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.111557,30.667973",0,二环东二段南站(公交站),[],510000,[],四川省,[],[],二环东二段南(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065038,510108,113路;180路;社区巴士1013路,成华区,[],"{'rating': [], 'cost': []}",[],圣灯,[],028,成都市,0,[],[],[],[],[],4604001912,0,BV10065038,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.121559,30.678225",0,圣灯路北站(公交站),[],510000,[],四川省,[],[],圣灯路北(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065039,510108,113路;180路;社区巴士1013路,成华区,[],"{'rating': [], 'cost': []}",[],圣灯,[],028,成都市,0,[],[],[],[],[],4604001902,0,BV10065039,[],"{'cpid': [], 'floor': [], 'truefloor': []}",0,3,"104.122421,30.676075",0,圣灯路站(公交站),[],510000,[],四川省,[],[],圣灯路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065040,510104,1042路;1046路;社区巴士1014路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504703922,0,BV10065040,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.123436,30.616255",0,菱窠路站(公交站),[],510000,[],四川省,[],[],菱窠路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065041,510104,1046路;社区巴士1014路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504713010,0,BV10065041,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.125626,30.613159",0,菱窠路东站(公交站),[],510000,[],四川省,[],[],菱窠路东(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065042,510104,1042路;社区巴士1014路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504703900,0,BV10065042,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.116425,30.608984",0,菱安路南(公交站),[],510000,[],四川省,[],[],菱安路南(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065044,510104,1042路;社区巴士1014路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504703921,0,BV10065044,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.119850,30.615791",0,川师大附中站(公交站),[],510000,[],四川省,[],[],川师大附中(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065047,510104,23路;66路;92路;200路;858A路;社区巴士1015路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504706920,0,BV10065047,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.113846,30.639046",0,通汇街站(公交站),[],510000,[],四川省,[],[],通汇街(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065048,510104,23路;66路;92路;200路;858A路;高峰快线G82路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504706910,0,BV10065048,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.116440,30.638369",0,汇源北路站(公交站),[],510000,[],四川省,[],[],汇源北路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065052,510104,104路;社区巴士1015路,锦江区,[],"{'rating': [], 'cost': []}",[],静居寺,[],028,成都市,0,[],[],[],[],[],4504705802,0,BV10065052,[],"{'cpid': [], 'floor': [], 'truefloor': []}",0,2,"104.108559,30.626657",0,牛沙路站(公交站),[],510000,[],四川省,[],[],牛沙路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065055,510104,社区巴士1015路;高峰快线G82路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504705812,0,BV10065055,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.110634,30.628529",0,通盈街东站(公交站),[],510000,[],四川省,[],[],通盈街东(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065058,510106,社区巴士1016路;社区巴士1094路,金牛区,[],"{'rating': [], 'cost': []}",[],九里堤,[],028,成都市,0,[],[],[],[],[],4604004301,0,BV10065058,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.045532,30.701876",0,交桂路站(公交站),[],510000,[],四川省,[],[],交桂路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065062,510106,25路;178路;社区巴士1016路,金牛区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604005311,0,BV10065062,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.043991,30.713190",0,长和路站(公交站),[],510000,[],四川省,[],[],长和路(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065069,510116,185路;188路;240A路;240B路;404路;社区巴士1017路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504607710,0,BV10065069,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.089966,30.561367",0,公济桥路东站(公交站),[],510000,[],四川省,[],[],公济桥路东(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065070,510116,185路;188路;404路;社区巴士1017路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504607602,0,BV10065070,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.086678,30.560938",0,公济桥路中站(公交站),[],510000,[],四川省,[],[],公济桥路中(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065071,510116,185路;188路;404路;社区巴士1017路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504607602,0,BV10065071,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.083527,30.560509",0,公济桥路西站(公交站),[],510000,[],四川省,[],[],公济桥路西(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065081,510104,社区巴士1018路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504704722,0,BV10065081,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.098351,30.624224",0,北顺西巷站(公交站),[],510000,[],四川省,[],[],北顺西巷(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065082,510104,社区巴士1018路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504704820,0,BV10065082,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.100037,30.622887",0,北顺街站(公交站),[],510000,[],四川省,[],[],白成路口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065144,510108,86路;114路;社区巴士1013路;社区巴士1021路;(停运)1088路,成华区,[],"{'rating': [], 'cost': []}",[],圣灯,[],028,成都市,0,[],[],[],[],[],4604001912,0,BV10065144,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.123367,30.679749",0,文德路站(公交站),[],510000,[],四川省,[],[],文德路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065151,510105,1075路;社区巴士1024路,青羊区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504708212,0,BV10065151,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.034409,30.654861",0,百卉路口站(公交站),[],510000,[],四川省,[],[],百卉路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065152,510105,1075路;社区巴士1024路,青羊区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504708211,0,BV10065152,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.032761,30.654831",0,浣花滨河路东站(公交站),[],510000,[],四川省,[],[],浣花滨河路东(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065153,510105,170路;1075路;社区巴士1024路,青羊区,[],"{'rating': [], 'cost': []}",[],草堂,[],028,成都市,0,[],[],[],[],[],4504709202,0,BV10065153,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.034325,30.659462",0,浣花南路站(公交站),[],510000,[],四川省,[],[],浣花南路(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065160,510107,社区巴士1025路;社区巴士1124路,武侯区,[],"{'rating': [], 'cost': []}",[],小天竺,[],028,成都市,0,[],[],[],[],[],4504706510,0,BV10065160,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.063568,30.637358",0,公行道南站(公交站),[],510000,[],四川省,[],[],公行道南(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065161,510107,社区巴士1025路;社区巴士1124路,武侯区,[],"{'rating': [], 'cost': []}",[],小天竺,[],028,成都市,0,[],[],[],[],[],4504706510,0,BV10065161,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.064217,30.638407",0,公行道站(公交站),[],510000,[],四川省,[],[],公行道(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065162,510107,社区巴士1025路;社区巴士1124路,武侯区,[],"{'rating': [], 'cost': []}",[],小天竺,[],028,成都市,0,[],[],[],[],[],4504706520,0,BV10065162,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.063072,30.640638",0,公行道北站(公交站),[],510000,[],四川省,[],[],公行道北(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065169,510108,97路;122路;社区巴士1026路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504707900,0,BV10065169,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.115402,30.643875",0,双成二路南站(公交站),[],510000,[],四川省,[],[],双成二路南(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065176,510107,207路;248路;249路;社区巴士1027路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504705210,0,BV10065176,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.025963,30.627905",0,长益路川藏路口站(公交站),[],510000,[],四川省,[],[],长益路川藏路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10065177,510107,207路;社区巴士1027路;高峰快线G39路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504705210,0,BV10065177,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.028770,30.630468",0,董家湾北街站(公交站),[],510000,[],四川省,[],[],董家湾北街(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
